Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Return Rate,Month/Year,Discount Bucket 
5/24/2021,Electrolyte Powder,Hydration,162.00,$59.60,"$9,655.20",3.00%,3.00,UK,iHerb,1.85%,May 2021,0–5%
5/31/2021,Whey Protein,Protein,146.00,$54.03,"$7,888.38",10.00%,1.00,UK,iHerb,0.68%,May 2021,5–10%
5/31/2021,Vitamin C,Vitamin,122.00,$22.24,"$2,713.28",17.00%,0.00,Canada,iHerb,0.00%,May 2021,15–20%
5/31/2021,Fish Oil,Omega,133.00,$42.39,"$5,637.87",18.00%,0.00,USA,Walmart,0.00%,May 2021,15–20%
5/31/2021,Multivitamin,Vitamin,129.00,$23.03,"$2,970.87",21.00%,3.00,USA,Walmart,2.33%,May 2021,20–25%
5/31/2021,Pre-Workout,Performance,160.00,$51.09,"$8,174.40",19.00%,2.00,USA,Amazon,1.25%,May 2021,15–20%
5/31/2021,BCAA,Amino Acid,144.00,$16.09,"$2,316.96",13.00%,2.00,USA,iHerb,1.39%,May 2021,10–15%
5/31/2021,Creatine,Performance,145.00,$28.18,"$4,086.10",16.00%,3.00,USA,Amazon,2.07%,May 2021,15–20%
5/31/2021,Zinc,Mineral,136.00,$17.04,"$2,317.44",16.00%,2.00,UK,Walmart,1.47%,May 2021,15–20%
5/31/2021,Collagen Peptides,Protein,173.00,$57.51,"$9,949.23",2.00%,2.00,Canada,Amazon,1.16%,May 2021,0–5%
5/31/2021,Magnesium,Mineral,151.00,$51.58,"$7,788.58",4.00%,0.00,UK,Walmart,0.00%,May 2021,0–5%
5/31/2021,Ashwagandha,Herbal,167.00,$16.45,"$2,747.15",12.00%,2.00,UK,iHerb,1.20%,May 2021,10–15%
5/31/2021,Melatonin,Sleep Aid,155.00,$55.29,"$8,569.95",13.00%,0.00,UK,Amazon,0.00%,May 2021,10–15%
5/31/2021,Biotin,Vitamin,171.00,$46.59,"$7,966.89",18.00%,1.00,USA,Amazon,0.58%,May 2021,15–20%
5/31/2021,Green Tea Extract,Fat Burner,139.00,$20.99,"$2,917.61",11.00%,2.00,UK,iHerb,1.44%,May 2021,10–15%
5/31/2021,Iron Supplement,Mineral,161.00,$49.61,"$7,987.21",21.00%,2.00,Canada,iHerb,1.24%,May 2021,20–25%
5/31/2021,Electrolyte Powder,Hydration,140.00,$25.74,"$3,603.60",3.00%,1.00,USA,Amazon,0.71%,May 2021,0–5%
6/7/2021,Whey Protein,Protein,139.00,$55.42,"$7,703.38",3.00%,2.00,UK,iHerb,1.44%,Jun 2021,0–5%
6/7/2021,Vitamin C,Vitamin,157.00,$56.13,"$8,812.41",14.00%,1.00,UK,Walmart,0.64%,Jun 2021,10–15%
6/7/2021,Fish Oil,Omega,160.00,$44.68,"$7,148.80",1.00%,3.00,UK,iHerb,1.88%,Jun 2021,0–5%
6/7/2021,Multivitamin,Vitamin,148.00,$21.06,"$3,116.88",17.00%,2.00,UK,Walmart,1.35%,Jun 2021,15–20%
6/7/2021,Pre-Workout,Performance,149.00,$32.82,"$4,890.18",22.00%,1.00,Canada,Amazon,0.67%,Jun 2021,20–25%
6/7/2021,BCAA,Amino Acid,164.00,$30.53,"$5,006.92",6.00%,1.00,UK,Walmart,0.61%,Jun 2021,5–10%
6/7/2021,Creatine,Performance,163.00,$36.22,"$5,903.86",20.00%,1.00,USA,iHerb,0.61%,Jun 2021,15–20%
6/7/2021,Zinc,Mineral,155.00,$15.46,"$2,396.30",20.00%,0.00,UK,Amazon,0.00%,Jun 2021,15–20%
6/7/2021,Collagen Peptides,Protein,141.00,$27.32,"$3,852.12",24.00%,4.00,UK,Walmart,2.84%,Jun 2021,20–25%
6/7/2021,Magnesium,Mineral,141.00,$45.25,"$6,380.25",11.00%,0.00,UK,Walmart,0.00%,Jun 2021,10–15%
6/7/2021,Ashwagandha,Herbal,158.00,$53.51,"$8,454.58",3.00%,0.00,USA,iHerb,0.00%,Jun 2021,0–5%
6/7/2021,Melatonin,Sleep Aid,157.00,$29.88,"$4,691.16",8.00%,1.00,Canada,iHerb,0.64%,Jun 2021,5–10%
6/7/2021,Biotin,Vitamin,149.00,$41.59,"$6,196.91",6.00%,4.00,Canada,Walmart,2.68%,Jun 2021,5–10%
6/7/2021,Green Tea Extract,Fat Burner,144.00,$38.53,"$5,548.32",11.00%,1.00,UK,Walmart,0.69%,Jun 2021,10–15%
6/7/2021,Iron Supplement,Mineral,159.00,$51.66,"$8,213.94",6.00%,2.00,UK,iHerb,1.26%,Jun 2021,5–10%
6/7/2021,Electrolyte Powder,Hydration,153.00,$34.30,"$5,247.90",8.00%,0.00,UK,iHerb,0.00%,Jun 2021,5–10%
6/14/2021,Whey Protein,Protein,139.00,$44.15,"$6,136.85",17.00%,4.00,USA,Amazon,2.88%,Jun 2021,15–20%
6/14/2021,Vitamin C,Vitamin,159.00,$54.21,"$8,619.39",22.00%,1.00,Canada,iHerb,0.63%,Jun 2021,20–25%
6/14/2021,Fish Oil,Omega,151.00,$14.15,"$2,136.65",5.00%,1.00,Canada,iHerb,0.66%,Jun 2021,0–5%
6/14/2021,Multivitamin,Vitamin,153.00,$59.41,"$9,089.73",10.00%,0.00,USA,Amazon,0.00%,Jun 2021,5–10%
6/14/2021,Pre-Workout,Performance,162.00,$19.93,"$3,228.66",12.00%,2.00,UK,Walmart,1.23%,Jun 2021,10–15%
6/14/2021,BCAA,Amino Acid,160.00,$25.26,"$4,041.60",24.00%,2.00,UK,Walmart,1.25%,Jun 2021,20–25%
6/14/2021,Creatine,Performance,147.00,$46.56,"$6,844.32",6.00%,0.00,Canada,iHerb,0.00%,Jun 2021,5–10%
6/14/2021,Zinc,Mineral,151.00,$41.45,"$6,258.95",3.00%,2.00,USA,iHerb,1.32%,Jun 2021,0–5%
6/14/2021,Collagen Peptides,Protein,142.00,$16.35,"$2,321.70",23.00%,3.00,USA,Walmart,2.11%,Jun 2021,20–25%
6/14/2021,Magnesium,Mineral,140.00,$40.43,"$5,660.20",24.00%,1.00,UK,Walmart,0.71%,Jun 2021,20–25%
6/14/2021,Ashwagandha,Herbal,157.00,$29.81,"$4,680.17",24.00%,2.00,Canada,Walmart,1.27%,Jun 2021,20–25%
6/14/2021,Melatonin,Sleep Aid,142.00,$45.18,"$6,415.56",16.00%,1.00,UK,Walmart,0.70%,Jun 2021,15–20%
6/14/2021,Biotin,Vitamin,178.00,$25.19,"$4,483.82",23.00%,1.00,USA,iHerb,0.56%,Jun 2021,20–25%
6/14/2021,Green Tea Extract,Fat Burner,141.00,$51.19,"$7,217.79",3.00%,3.00,UK,Amazon,2.13%,Jun 2021,0–5%
6/14/2021,Iron Supplement,Mineral,161.00,$45.60,"$7,341.60",10.00%,1.00,Canada,iHerb,0.62%,Jun 2021,5–10%
6/14/2021,Electrolyte Powder,Hydration,134.00,$34.05,"$4,562.70",9.00%,1.00,USA,Amazon,0.75%,Jun 2021,5–10%
6/21/2021,Whey Protein,Protein,123.00,$31.81,"$3,912.63",5.00%,2.00,Canada,Walmart,1.63%,Jun 2021,0–5%
6/21/2021,Vitamin C,Vitamin,162.00,$24.92,"$4,037.04",16.00%,1.00,UK,Walmart,0.62%,Jun 2021,15–20%
6/21/2021,Fish Oil,Omega,140.00,$12.02,"$1,682.80",2.00%,0.00,Canada,Amazon,0.00%,Jun 2021,0–5%
6/21/2021,Multivitamin,Vitamin,136.00,$59.79,"$8,131.44",7.00%,0.00,USA,Walmart,0.00%,Jun 2021,5–10%
6/21/2021,Pre-Workout,Performance,151.00,$53.67,"$8,104.17",10.00%,1.00,UK,Amazon,0.66%,Jun 2021,5–10%
6/21/2021,BCAA,Amino Acid,139.00,$25.83,"$3,590.37",17.00%,1.00,UK,Walmart,0.72%,Jun 2021,15–20%
6/21/2021,Creatine,Performance,153.00,$19.56,"$2,992.68",10.00%,4.00,USA,iHerb,2.61%,Jun 2021,5–10%
6/21/2021,Zinc,Mineral,146.00,$22.75,"$3,321.50",3.00%,0.00,Canada,Amazon,0.00%,Jun 2021,0–5%
6/21/2021,Collagen Peptides,Protein,143.00,$18.70,"$2,674.10",19.00%,0.00,Canada,Amazon,0.00%,Jun 2021,15–20%
6/21/2021,Magnesium,Mineral,152.00,$35.33,"$5,370.16",14.00%,1.00,Canada,Walmart,0.66%,Jun 2021,10–15%
6/21/2021,Ashwagandha,Herbal,142.00,$53.56,"$7,605.52",5.00%,0.00,UK,Amazon,0.00%,Jun 2021,0–5%
6/21/2021,Melatonin,Sleep Aid,168.00,$37.57,"$6,311.76",9.00%,0.00,USA,iHerb,0.00%,Jun 2021,5–10%
6/21/2021,Biotin,Vitamin,153.00,$20.15,"$3,082.95",11.00%,2.00,USA,Amazon,1.31%,Jun 2021,10–15%
6/21/2021,Green Tea Extract,Fat Burner,153.00,$37.40,"$5,722.20",18.00%,2.00,UK,iHerb,1.31%,Jun 2021,15–20%
6/21/2021,Iron Supplement,Mineral,155.00,$45.51,"$7,054.05",17.00%,0.00,UK,Walmart,0.00%,Jun 2021,15–20%
6/21/2021,Electrolyte Powder,Hydration,147.00,$43.47,"$6,390.09",5.00%,2.00,USA,iHerb,1.36%,Jun 2021,0–5%
6/28/2021,Whey Protein,Protein,170.00,$56.07,"$9,531.90",24.00%,0.00,UK,Walmart,0.00%,Jun 2021,20–25%
6/28/2021,Vitamin C,Vitamin,154.00,$52.99,"$8,160.46",6.00%,5.00,UK,Amazon,3.25%,Jun 2021,5–10%
6/28/2021,Fish Oil,Omega,154.00,$14.28,"$2,199.12",5.00%,2.00,USA,Walmart,1.30%,Jun 2021,0–5%
6/28/2021,Multivitamin,Vitamin,145.00,$44.80,"$6,496.00",9.00%,0.00,UK,Walmart,0.00%,Jun 2021,5–10%
6/28/2021,Pre-Workout,Performance,127.00,$36.03,"$4,575.81",19.00%,1.00,USA,Amazon,0.79%,Jun 2021,15–20%
6/28/2021,BCAA,Amino Acid,147.00,$11.32,"$1,664.04",8.00%,4.00,UK,iHerb,2.72%,Jun 2021,5–10%
6/28/2021,Creatine,Performance,166.00,$39.39,"$6,538.74",21.00%,1.00,USA,Walmart,0.60%,Jun 2021,20–25%
6/28/2021,Zinc,Mineral,150.00,$44.66,"$6,699.00",2.00%,0.00,Canada,iHerb,0.00%,Jun 2021,0–5%
6/28/2021,Collagen Peptides,Protein,160.00,$40.88,"$6,540.80",16.00%,0.00,USA,Walmart,0.00%,Jun 2021,15–20%
6/28/2021,Magnesium,Mineral,163.00,$22.95,"$3,740.85",18.00%,1.00,Canada,iHerb,0.61%,Jun 2021,15–20%
6/28/2021,Ashwagandha,Herbal,119.00,$18.93,"$2,252.67",8.00%,1.00,USA,Walmart,0.84%,Jun 2021,5–10%
6/28/2021,Melatonin,Sleep Aid,150.00,$23.53,"$3,529.50",1.00%,2.00,USA,Walmart,1.33%,Jun 2021,0–5%
6/28/2021,Biotin,Vitamin,146.00,$53.35,"$7,789.10",19.00%,3.00,USA,Amazon,2.05%,Jun 2021,15–20%
6/28/2021,Green Tea Extract,Fat Burner,150.00,$44.81,"$6,721.50",5.00%,1.00,Canada,iHerb,0.67%,Jun 2021,0–5%
6/28/2021,Iron Supplement,Mineral,134.00,$53.21,"$7,130.14",12.00%,2.00,Canada,iHerb,1.49%,Jun 2021,10–15%
6/28/2021,Electrolyte Powder,Hydration,154.00,$31.59,"$4,864.86",20.00%,1.00,Canada,Walmart,0.65%,Jun 2021,15–20%
7/5/2021,Whey Protein,Protein,175.00,$33.13,"$5,797.75",20.00%,3.00,UK,iHerb,1.71%,Jul 2021,15–20%
7/5/2021,Vitamin C,Vitamin,152.00,$33.39,"$5,075.28",24.00%,2.00,Canada,Walmart,1.32%,Jul 2021,20–25%
7/5/2021,Fish Oil,Omega,162.00,$33.39,"$5,409.18",16.00%,3.00,UK,Amazon,1.85%,Jul 2021,15–20%
7/5/2021,Multivitamin,Vitamin,152.00,$25.86,"$3,930.72",7.00%,1.00,USA,Amazon,0.66%,Jul 2021,5–10%
7/5/2021,Pre-Workout,Performance,123.00,$50.63,"$6,227.49",3.00%,0.00,UK,Amazon,0.00%,Jul 2021,0–5%
7/5/2021,BCAA,Amino Acid,148.00,$48.18,"$7,130.64",11.00%,2.00,USA,Amazon,1.35%,Jul 2021,10–15%
7/5/2021,Creatine,Performance,154.00,$17.82,"$2,744.28",11.00%,1.00,Canada,iHerb,0.65%,Jul 2021,10–15%
7/5/2021,Zinc,Mineral,159.00,$29.41,"$4,676.19",4.00%,1.00,UK,iHerb,0.63%,Jul 2021,0–5%
7/5/2021,Collagen Peptides,Protein,153.00,$35.75,"$5,469.75",4.00%,2.00,Canada,Amazon,1.31%,Jul 2021,0–5%
7/5/2021,Magnesium,Mineral,165.00,$34.58,"$5,705.70",24.00%,1.00,USA,Amazon,0.61%,Jul 2021,20–25%
7/5/2021,Ashwagandha,Herbal,153.00,$40.30,"$6,165.90",2.00%,4.00,Canada,Walmart,2.61%,Jul 2021,0–5%
7/5/2021,Melatonin,Sleep Aid,158.00,$45.21,"$7,143.18",15.00%,1.00,USA,Walmart,0.63%,Jul 2021,10–15%
7/5/2021,Biotin,Vitamin,150.00,$39.17,"$5,875.50",13.00%,1.00,Canada,Amazon,0.67%,Jul 2021,10–15%
7/5/2021,Green Tea Extract,Fat Burner,139.00,$22.08,"$3,069.12",13.00%,1.00,USA,Walmart,0.72%,Jul 2021,10–15%
7/5/2021,Iron Supplement,Mineral,148.00,$27.51,"$4,071.48",11.00%,0.00,Canada,Amazon,0.00%,Jul 2021,10–15%
7/5/2021,Electrolyte Powder,Hydration,152.00,$17.49,"$2,658.48",14.00%,1.00,USA,iHerb,0.66%,Jul 2021,10–15%
7/12/2021,Whey Protein,Protein,140.00,$16.52,"$2,312.80",8.00%,0.00,Canada,iHerb,0.00%,Jul 2021,5–10%
7/12/2021,Vitamin C,Vitamin,134.00,$39.39,"$5,278.26",2.00%,3.00,UK,Walmart,2.24%,Jul 2021,0–5%
7/12/2021,Fish Oil,Omega,182.00,$32.50,"$5,915.00",1.00%,2.00,Canada,Amazon,1.10%,Jul 2021,0–5%
7/12/2021,Multivitamin,Vitamin,147.00,$20.34,"$2,989.98",16.00%,1.00,Canada,Walmart,0.68%,Jul 2021,15–20%
7/12/2021,Pre-Workout,Performance,137.00,$38.25,"$5,240.25",21.00%,0.00,USA,iHerb,0.00%,Jul 2021,20–25%
7/12/2021,BCAA,Amino Acid,161.00,$15.75,"$2,535.75",17.00%,1.00,USA,Amazon,0.62%,Jul 2021,15–20%
7/12/2021,Creatine,Performance,176.00,$42.14,"$7,416.64",10.00%,4.00,UK,Walmart,2.27%,Jul 2021,5–10%
7/12/2021,Zinc,Mineral,144.00,$55.07,"$7,930.08",7.00%,2.00,USA,iHerb,1.39%,Jul 2021,5–10%
7/12/2021,Collagen Peptides,Protein,148.00,$24.75,"$3,663.00",0.00%,0.00,UK,Walmart,0.00%,Jul 2021,0–5%
7/12/2021,Magnesium,Mineral,142.00,$18.56,"$2,635.52",22.00%,2.00,Canada,iHerb,1.41%,Jul 2021,20–25%
7/12/2021,Ashwagandha,Herbal,130.00,$42.68,"$5,548.40",24.00%,0.00,Canada,Walmart,0.00%,Jul 2021,20–25%
7/12/2021,Melatonin,Sleep Aid,173.00,$48.29,"$8,354.17",2.00%,2.00,UK,Walmart,1.16%,Jul 2021,0–5%
7/12/2021,Biotin,Vitamin,140.00,$50.52,"$7,072.80",3.00%,1.00,USA,iHerb,0.71%,Jul 2021,0–5%
7/12/2021,Green Tea Extract,Fat Burner,174.00,$58.90,"$10,248.60",25.00%,2.00,Canada,Walmart,1.15%,Jul 2021,20–25%
7/12/2021,Iron Supplement,Mineral,137.00,$31.22,"$4,277.14",8.00%,1.00,Canada,iHerb,0.73%,Jul 2021,5–10%
7/12/2021,Electrolyte Powder,Hydration,190.00,$46.67,"$8,867.30",0.00%,2.00,UK,Walmart,1.05%,Jul 2021,0–5%
7/19/2021,Whey Protein,Protein,170.00,$19.28,"$3,277.60",16.00%,2.00,UK,Walmart,1.18%,Jul 2021,15–20%
7/19/2021,Vitamin C,Vitamin,157.00,$22.61,"$3,549.77",24.00%,3.00,UK,iHerb,1.91%,Jul 2021,20–25%
7/19/2021,Fish Oil,Omega,148.00,$32.62,"$4,827.76",11.00%,0.00,Canada,Amazon,0.00%,Jul 2021,10–15%
7/19/2021,Multivitamin,Vitamin,147.00,$11.13,"$1,636.11",11.00%,2.00,USA,Walmart,1.36%,Jul 2021,10–15%
7/19/2021,Pre-Workout,Performance,157.00,$55.48,"$8,710.36",0.00%,2.00,USA,iHerb,1.27%,Jul 2021,0–5%
7/19/2021,BCAA,Amino Acid,161.00,$26.19,"$4,216.59",3.00%,3.00,UK,Walmart,1.86%,Jul 2021,0–5%
7/19/2021,Creatine,Performance,149.00,$39.29,"$5,854.21",17.00%,2.00,UK,Amazon,1.34%,Jul 2021,15–20%
7/19/2021,Zinc,Mineral,156.00,$35.68,"$5,566.08",20.00%,1.00,Canada,Walmart,0.64%,Jul 2021,15–20%
7/19/2021,Collagen Peptides,Protein,146.00,$55.73,"$8,136.58",2.00%,2.00,USA,iHerb,1.37%,Jul 2021,0–5%
7/19/2021,Magnesium,Mineral,147.00,$43.98,"$6,465.06",2.00%,2.00,USA,Walmart,1.36%,Jul 2021,0–5%
7/19/2021,Ashwagandha,Herbal,160.00,$18.53,"$2,964.80",22.00%,2.00,Canada,Amazon,1.25%,Jul 2021,20–25%
7/19/2021,Melatonin,Sleep Aid,167.00,$37.10,"$6,195.70",23.00%,3.00,Canada,iHerb,1.80%,Jul 2021,20–25%
7/19/2021,Biotin,Vitamin,148.00,$29.66,"$4,389.68",10.00%,1.00,UK,iHerb,0.68%,Jul 2021,5–10%
7/19/2021,Green Tea Extract,Fat Burner,141.00,$13.49,"$1,902.09",17.00%,0.00,USA,Walmart,0.00%,Jul 2021,15–20%
7/19/2021,Iron Supplement,Mineral,144.00,$23.50,"$3,384.00",19.00%,3.00,USA,iHerb,2.08%,Jul 2021,15–20%
7/19/2021,Electrolyte Powder,Hydration,139.00,$33.52,"$4,659.28",22.00%,2.00,USA,iHerb,1.44%,Jul 2021,20–25%
7/26/2021,Whey Protein,Protein,150.00,$52.37,"$7,855.50",0.00%,1.00,UK,Amazon,0.67%,Jul 2021,0–5%
7/26/2021,Vitamin C,Vitamin,169.00,$37.14,"$6,276.66",13.00%,1.00,Canada,iHerb,0.59%,Jul 2021,10–15%
7/26/2021,Fish Oil,Omega,151.00,$30.92,"$4,668.92",18.00%,3.00,Canada,Amazon,1.99%,Jul 2021,15–20%
7/26/2021,Multivitamin,Vitamin,136.00,$30.40,"$4,134.40",17.00%,0.00,USA,iHerb,0.00%,Jul 2021,15–20%
7/26/2021,Pre-Workout,Performance,155.00,$30.91,"$4,791.05",23.00%,5.00,UK,Amazon,3.23%,Jul 2021,20–25%
7/26/2021,BCAA,Amino Acid,132.00,$57.52,"$7,592.64",24.00%,0.00,USA,Walmart,0.00%,Jul 2021,20–25%
7/26/2021,Creatine,Performance,150.00,$11.02,"$1,653.00",15.00%,1.00,USA,iHerb,0.67%,Jul 2021,10–15%
7/26/2021,Zinc,Mineral,165.00,$44.34,"$7,316.10",17.00%,1.00,UK,Walmart,0.61%,Jul 2021,15–20%
7/26/2021,Collagen Peptides,Protein,142.00,$50.02,"$7,102.84",11.00%,2.00,Canada,iHerb,1.41%,Jul 2021,10–15%
7/26/2021,Magnesium,Mineral,154.00,$31.25,"$4,812.50",7.00%,1.00,Canada,Amazon,0.65%,Jul 2021,5–10%
7/26/2021,Ashwagandha,Herbal,151.00,$32.01,"$4,833.51",2.00%,2.00,UK,Walmart,1.32%,Jul 2021,0–5%
7/26/2021,Melatonin,Sleep Aid,139.00,$30.64,"$4,258.96",6.00%,1.00,UK,Walmart,0.72%,Jul 2021,5–10%
7/26/2021,Biotin,Vitamin,145.00,$36.86,"$5,344.70",5.00%,0.00,UK,Walmart,0.00%,Jul 2021,0–5%
7/26/2021,Green Tea Extract,Fat Burner,167.00,$30.60,"$5,110.20",1.00%,1.00,UK,Amazon,0.60%,Jul 2021,0–5%
7/26/2021,Iron Supplement,Mineral,152.00,$45.35,"$6,893.20",4.00%,1.00,Canada,iHerb,0.66%,Jul 2021,0–5%
7/26/2021,Electrolyte Powder,Hydration,134.00,$20.71,"$2,775.14",2.00%,1.00,UK,iHerb,0.75%,Jul 2021,0–5%
8/2/2021,Whey Protein,Protein,135.00,$36.69,"$4,953.15",4.00%,0.00,Canada,iHerb,0.00%,Aug 2021,0–5%
8/2/2021,Vitamin C,Vitamin,162.00,$40.31,"$6,530.22",8.00%,2.00,USA,Amazon,1.23%,Aug 2021,5–10%
8/2/2021,Fish Oil,Omega,143.00,$21.15,"$3,024.45",5.00%,1.00,USA,iHerb,0.70%,Aug 2021,0–5%
8/2/2021,Multivitamin,Vitamin,156.00,$10.60,"$1,653.60",13.00%,2.00,USA,Amazon,1.28%,Aug 2021,10–15%
8/2/2021,Pre-Workout,Performance,149.00,$56.40,"$8,403.60",21.00%,1.00,UK,iHerb,0.67%,Aug 2021,20–25%
8/2/2021,BCAA,Amino Acid,140.00,$35.22,"$4,930.80",19.00%,1.00,UK,iHerb,0.71%,Aug 2021,15–20%
8/2/2021,Creatine,Performance,127.00,$50.30,"$6,388.10",7.00%,2.00,Canada,Amazon,1.57%,Aug 2021,5–10%
8/2/2021,Zinc,Mineral,147.00,$52.26,"$7,682.22",13.00%,2.00,UK,iHerb,1.36%,Aug 2021,10–15%
8/2/2021,Collagen Peptides,Protein,167.00,$25.66,"$4,285.22",19.00%,1.00,Canada,iHerb,0.60%,Aug 2021,15–20%
8/2/2021,Magnesium,Mineral,146.00,$46.22,"$6,748.12",10.00%,0.00,UK,iHerb,0.00%,Aug 2021,5–10%
8/2/2021,Ashwagandha,Herbal,145.00,$18.80,"$2,726.00",19.00%,1.00,USA,iHerb,0.69%,Aug 2021,15–20%
8/2/2021,Melatonin,Sleep Aid,148.00,$59.10,"$8,746.80",10.00%,0.00,USA,Walmart,0.00%,Aug 2021,5–10%
8/2/2021,Biotin,Vitamin,130.00,$39.97,"$5,196.10",10.00%,1.00,UK,Walmart,0.77%,Aug 2021,5–10%
8/2/2021,Green Tea Extract,Fat Burner,124.00,$35.24,"$4,369.76",4.00%,0.00,UK,iHerb,0.00%,Aug 2021,0–5%
8/2/2021,Iron Supplement,Mineral,133.00,$40.49,"$5,385.17",5.00%,0.00,UK,Amazon,0.00%,Aug 2021,0–5%
8/2/2021,Electrolyte Powder,Hydration,165.00,$26.38,"$4,352.70",5.00%,1.00,UK,Amazon,0.61%,Aug 2021,0–5%
8/9/2021,Whey Protein,Protein,151.00,$18.22,"$2,751.22",20.00%,2.00,UK,Walmart,1.32%,Aug 2021,15–20%
8/9/2021,Vitamin C,Vitamin,134.00,$18.51,"$2,480.34",6.00%,1.00,Canada,iHerb,0.75%,Aug 2021,5–10%
8/9/2021,Fish Oil,Omega,152.00,$57.39,"$8,723.28",3.00%,4.00,Canada,iHerb,2.63%,Aug 2021,0–5%
8/9/2021,Multivitamin,Vitamin,140.00,$26.95,"$3,773.00",4.00%,3.00,UK,iHerb,2.14%,Aug 2021,0–5%
8/9/2021,Pre-Workout,Performance,143.00,$38.32,"$5,479.76",12.00%,1.00,Canada,Walmart,0.70%,Aug 2021,10–15%
8/9/2021,BCAA,Amino Acid,159.00,$43.41,"$6,902.19",22.00%,0.00,USA,iHerb,0.00%,Aug 2021,20–25%
8/9/2021,Creatine,Performance,135.00,$31.86,"$4,301.10",10.00%,0.00,Canada,Walmart,0.00%,Aug 2021,5–10%
8/9/2021,Zinc,Mineral,150.00,$33.83,"$5,074.50",19.00%,1.00,USA,Walmart,0.67%,Aug 2021,15–20%
8/9/2021,Collagen Peptides,Protein,157.00,$30.74,"$4,826.18",19.00%,0.00,Canada,Walmart,0.00%,Aug 2021,15–20%
8/9/2021,Magnesium,Mineral,133.00,$30.10,"$4,003.30",21.00%,1.00,USA,iHerb,0.75%,Aug 2021,20–25%
8/9/2021,Ashwagandha,Herbal,156.00,$39.31,"$6,132.36",9.00%,2.00,Canada,Amazon,1.28%,Aug 2021,5–10%
8/9/2021,Melatonin,Sleep Aid,144.00,$59.64,"$8,588.16",3.00%,0.00,UK,Walmart,0.00%,Aug 2021,0–5%
8/9/2021,Biotin,Vitamin,167.00,$42.51,"$7,099.17",8.00%,1.00,USA,iHerb,0.60%,Aug 2021,5–10%
8/9/2021,Green Tea Extract,Fat Burner,141.00,$30.54,"$4,306.14",18.00%,1.00,UK,iHerb,0.71%,Aug 2021,15–20%
8/9/2021,Iron Supplement,Mineral,176.00,$35.15,"$6,186.40",15.00%,4.00,Canada,iHerb,2.27%,Aug 2021,10–15%
8/9/2021,Electrolyte Powder,Hydration,122.00,$52.68,"$6,426.96",6.00%,3.00,Canada,Amazon,2.46%,Aug 2021,5–10%
8/16/2021,Whey Protein,Protein,173.00,$31.95,"$5,527.35",1.00%,4.00,UK,Walmart,2.31%,Aug 2021,0–5%
8/16/2021,Vitamin C,Vitamin,149.00,$44.49,"$6,629.01",12.00%,0.00,Canada,iHerb,0.00%,Aug 2021,10–15%
8/16/2021,Fish Oil,Omega,139.00,$38.71,"$5,380.69",16.00%,1.00,Canada,iHerb,0.72%,Aug 2021,15–20%
8/16/2021,Multivitamin,Vitamin,154.00,$44.76,"$6,893.04",10.00%,2.00,Canada,Walmart,1.30%,Aug 2021,5–10%
8/16/2021,Pre-Workout,Performance,155.00,$55.85,"$8,656.75",3.00%,2.00,USA,iHerb,1.29%,Aug 2021,0–5%
8/16/2021,BCAA,Amino Acid,133.00,$26.65,"$3,544.45",9.00%,0.00,Canada,iHerb,0.00%,Aug 2021,5–10%
8/16/2021,Creatine,Performance,153.00,$11.71,"$1,791.63",8.00%,3.00,UK,Walmart,1.96%,Aug 2021,5–10%
8/16/2021,Zinc,Mineral,157.00,$44.91,"$7,050.87",8.00%,0.00,UK,Amazon,0.00%,Aug 2021,5–10%
8/16/2021,Collagen Peptides,Protein,141.00,$59.02,"$8,321.82",12.00%,0.00,UK,Walmart,0.00%,Aug 2021,10–15%
8/16/2021,Magnesium,Mineral,135.00,$38.93,"$5,255.55",2.00%,3.00,UK,Amazon,2.22%,Aug 2021,0–5%
8/16/2021,Ashwagandha,Herbal,145.00,$49.03,"$7,109.35",19.00%,2.00,USA,iHerb,1.38%,Aug 2021,15–20%
8/16/2021,Melatonin,Sleep Aid,154.00,$41.44,"$6,381.76",14.00%,5.00,USA,Walmart,3.25%,Aug 2021,10–15%
8/16/2021,Biotin,Vitamin,159.00,$53.62,"$8,525.58",5.00%,0.00,USA,iHerb,0.00%,Aug 2021,0–5%
8/16/2021,Green Tea Extract,Fat Burner,149.00,$51.46,"$7,667.54",11.00%,2.00,Canada,Amazon,1.34%,Aug 2021,10–15%
8/16/2021,Iron Supplement,Mineral,151.00,$40.76,"$6,154.76",21.00%,0.00,USA,Walmart,0.00%,Aug 2021,20–25%
8/16/2021,Electrolyte Powder,Hydration,153.00,$18.21,"$2,786.13",3.00%,4.00,USA,Amazon,2.61%,Aug 2021,0–5%
8/23/2021,Whey Protein,Protein,146.00,$18.57,"$2,711.22",17.00%,2.00,UK,Walmart,1.37%,Aug 2021,15–20%
8/23/2021,Vitamin C,Vitamin,155.00,$54.68,"$8,475.40",10.00%,1.00,Canada,Amazon,0.65%,Aug 2021,5–10%
8/23/2021,Fish Oil,Omega,149.00,$53.18,"$7,923.82",23.00%,1.00,USA,Walmart,0.67%,Aug 2021,20–25%
8/23/2021,Multivitamin,Vitamin,165.00,$56.54,"$9,329.10",6.00%,2.00,USA,iHerb,1.21%,Aug 2021,5–10%
